station,lat,lon,n_blocks,gev_c,gev_loc,gev_scale,ks_stat,ks_pvalue,kuiper,r2_cdf,cluster
240,51.336209,3.819812,347,0.18019539126652895,1.0047781170870653,0.3807746024830816,0.08041842430628979,0.02123025927517358,0.1420513071776315,0.9828143968921612,0
242,51.599317,3.75183,85,0.20024806102571524,0.8393587286794952,0.4182100442552929,0.08416922212592876,0.5550277325394737,0.1360299456554021,0.9871663020424571,0
243,51.442308,3.596057,347,0.08922456586345573,0.9109305443725781,0.347517462058029,0.06868869940493072,0.07218889359436076,0.11650079882859721,0.9879811020880432,0
245,51.496839,4.056964,169,0.22314553408023557,0.9949317123568335,0.4054605114616521,0.07834476378662064,0.23799512968975112,0.1556689802038464,0.9804806742147391,0
248,51.521445,3.440031,288,0.13015798257574956,0.8504443831762138,0.3479676075378767,0.07861843187601736,0.05384282850481514,0.11520745605804716,0.9891851826523966,0
251,51.642157,3.910813,157,0.1949211065270272,0.9518404578618062,0.38981353006964214,0.06853450540516537,0.4329132539363303,0.12527605644260165,0.9872368686417284,0
254,51.33621206,3.81981192,174,0.41346073703698927,1.2541493494339904,0.37355406497884314,0.06731451070552286,0.3922620053905945,0.1244863902142499,0.9870874721635347,0
255,51.76762642,3.61712418,257,0.1295195011267974,0.8512127536109761,0.32504422137053746,0.07480384334693652,0.10708064235591785,0.12440871245955559,0.9867479979151683,0
259,51.64286987,3.4810545,190,0.10651115661522777,0.8501974730796932,0.3263478208115335,0.07419878212852177,0.2345375736639721,0.13168101476320798,0.9823211486983664,0
260,51.39842692,4.02620594,185,0.4358138731406585,1.18710626527331,0.4379119445185415,0.09401788087148025,0.07116343522864843,0.18171157287885623,0.9707036705556557,0
264,51.37786806,4.16499237,141,0.3847051619742333,1.2135306346950716,0.4145322364102216,0.10647920771662289,0.07589694170626671,0.20008358425663864,0.9690074190030957,0
265,51.37929817,3.37627452,114,0.39138251776344435,1.0914531529689184,0.3898695306891534,0.059123550185013585,0.798095126855505,0.10379677715022267,0.9959654672544412,0
266,51.52144786,3.44003089,114,0.3660856947719666,1.0507638130013137,0.38760679934442477,0.05449226514679684,0.8688684071299442,0.1058445570621861,0.9950614790890783,0
269,51.59540662,4.00601046,108,0.35617753118024725,1.0638107328834385,0.41443952164371883,0.10167824180713059,0.20001208354993782,0.15306167486346423,0.9848593527205368,0
27,45.335567,-0.795167,66,-0.03458240388877787,0.5063631199869656,0.15420827310413374,0.08472706045399309,0.6985145047065471,0.14905621962497395,0.9895417431427063,1
270,51.50615366,4.07513028,101,0.4025673444110041,1.02360332851603,0.43196278330130305,0.07768857094904447,0.5494845687151579,0.14111003022613272,0.98466773918839,0
271,51.95823879,4.16144308,105,0.020240976130998484,0.8311754287272144,0.32302118088359105,0.05754221423979092,0.8577007136014176,0.10780672627853619,0.9922089052975194,0
272,51.34208224,4.24763328,99,1.034251160506397,1.4179416095941426,0.6012231255504397,0.10434702236778934,0.2156665993685407,0.19868443827608417,0.9581422932346675,2
273,51.72154375,3.67591773,74,0.12928273145334007,1.0302358560387308,0.34134690382717725,0.11307169710837867,0.2789026712819359,0.19391980921933122,0.9618220576643239,0
277,51.58282787,3.47102233,63,0.13598810258364055,0.889970345072433,0.35966611512923674,0.11725766601414289,0.32597101619856306,0.21958559000382083,0.965404042791043,0
3,48.38290024,-4.49503994,433,-0.008587732037907855,0.39339867486194335,0.15759213878035488,0.023998945306242803,0.9592228059339634,0.046147779395238064,0.9989714649363326,1
326,51.048199,2.3664999,364,0.11378996386770418,0.7568209312530897,0.3044492390092715,0.038510611972404796,0.6385087172787547,0.07248337066217891,0.9974067049022494,0
327,51.116699,1.3166699,199,0.026801662600401687,0.6158918720685773,0.26540207696115614,0.041837090220423145,0.8623214828873832,0.07846834706213206,0.9965664947200769,1
328,51.216702,-3.1333301,197,-0.11823079804169656,0.6970833018942602,0.24873706090661207,0.030972161382430974,0.9886638334495318,0.06126369569016199,0.998294131596458,1
329,51.216702,-4.1166701,194,0.06375178913231752,0.4761460910568966,0.20858026796872542,0.041047165939548894,0.8858031589815126,0.07866946277335436,0.9977675271489621,1
